,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,y
338,51,admin.,single,secondary,1,-2,0,0,unknown,5,5,402,3,-1,0,0
339,32,services,single,secondary,0,121,1,0,unknown,5,5,213,2,-1,0,0
340,41,blue-collar,single,secondary,0,842,1,0,unknown,5,5,144,3,-1,0,0
341,43,management,divorced,secondary,0,693,1,0,unknown,5,5,124,3,-1,0,0
342,40,blue-collar,divorced,secondary,0,-333,1,0,unknown,5,5,183,2,-1,0,0
343,50,blue-collar,married,primary,0,1533,1,0,unknown,5,5,325,2,-1,0,0
344,34,management,married,tertiary,0,46,1,0,unknown,5,5,39,4,-1,0,0
345,53,services,married,unknown,0,18,0,0,unknown,5,5,503,2,-1,0,0
346,45,technician,married,secondary,0,44,1,0,unknown,5,5,95,4,-1,0,0
347,39,blue-collar,married,primary,0,-100,1,0,unknown,5,5,680,2,-1,0,0
348,44,services,married,tertiary,0,510,1,0,unknown,5,5,421,4,-1,0,0
349,55,management,married,tertiary,0,685,1,0,unknown,5,5,174,3,-1,0,0
350,46,management,single,tertiary,0,187,1,0,unknown,5,5,113,2,-1,0,0
351,45,blue-collar,married,secondary,0,66,1,0,unknown,5,5,808,2,-1,0,0
352,34,admin.,married,secondary,0,560,1,0,unknown,5,5,198,3,-1,0,0
353,36,blue-collar,married,secondary,0,0,1,0,unknown,5,5,195,2,-1,0,0
355,31,admin.,single,secondary,0,12,1,0,unknown,5,5,208,2,-1,0,0
356,44,blue-collar,single,secondary,0,34,1,0,unknown,5,5,404,4,-1,0,0
357,33,entrepreneur,single,tertiary,0,1068,1,0,unknown,5,5,396,2,-1,0,0
358,40,blue-collar,married,secondary,0,211,1,0,unknown,5,5,216,4,-1,0,0
359,46,admin.,single,tertiary,0,377,1,0,unknown,5,5,98,2,-1,0,0
360,48,management,married,tertiary,0,263,1,0,unknown,5,5,350,2,-1,0,0
361,42,services,married,secondary,0,1263,1,0,unknown,6,5,114,2,-1,0,0
362,27,services,married,secondary,0,8,1,0,unknown,6,5,88,3,-1,0,0
363,48,admin.,married,secondary,0,126,1,1,unknown,6,5,379,2,-1,0,0
364,59,admin.,married,secondary,0,230,1,0,unknown,6,5,190,3,-1,0,0
365,46,technician,married,tertiary,0,841,1,0,unknown,6,5,158,1,-1,0,0
366,38,admin.,divorced,secondary,0,308,1,0,unknown,6,5,102,1,-1,0,0
367,43,management,divorced,tertiary,0,1,1,0,unknown,6,5,306,1,-1,0,0
368,38,admin.,divorced,tertiary,0,86,1,0,unknown,6,5,218,1,-1,0,0
369,23,student,single,secondary,0,157,1,0,unknown,6,5,54,1,-1,0,0
370,34,services,married,secondary,0,22,1,0,unknown,6,5,344,1,-1,0,0
371,38,admin.,married,secondary,0,46,1,1,unknown,6,5,195,1,-1,0,0
372,37,blue-collar,married,secondary,0,1293,0,0,unknown,6,5,652,1,-1,0,0
373,25,admin.,single,secondary,0,122,1,0,unknown,6,5,286,1,-1,0,0
374,48,blue-collar,married,unknown,0,131,1,0,unknown,6,5,189,1,-1,0,0
375,49,blue-collar,single,secondary,0,143,1,0,unknown,6,5,83,1,-1,0,0
376,38,admin.,single,secondary,0,393,0,0,unknown,6,5,184,2,-1,0,0
377,43,blue-collar,married,primary,0,98,1,0,unknown,6,5,235,1,-1,0,0
378,33,management,married,tertiary,0,0,1,0,unknown,6,5,290,1,-1,0,0
379,55,blue-collar,married,secondary,0,224,1,0,unknown,6,5,232,1,-1,0,0
380,38,blue-collar,married,secondary,0,757,1,0,unknown,6,5,133,1,-1,0,0
381,49,services,married,secondary,0,245,1,1,unknown,6,5,318,1,-1,0,0
382,40,management,married,secondary,0,8486,0,0,unknown,6,5,260,3,-1,0,0
383,43,admin.,married,unknown,0,350,0,0,unknown,6,5,437,1,-1,0,0
384,38,blue-collar,married,secondary,0,20,1,0,unknown,6,5,402,1,-1,0,0
385,58,services,married,secondary,0,1667,1,1,unknown,6,5,85,1,-1,0,0
386,57,technician,married,unknown,0,345,1,0,unknown,6,5,125,1,-1,0,0
387,32,unemployed,married,secondary,0,10,1,0,unknown,6,5,501,4,-1,0,0
388,56,management,married,tertiary,0,830,1,1,unknown,6,5,1201,1,-1,0,1
389,58,blue-collar,divorced,unknown,0,29,1,0,unknown,6,5,253,1,-1,0,0
390,60,retired,divorced,secondary,0,545,1,0,unknown,6,5,1030,1,-1,0,1
391,37,technician,married,tertiary,0,8730,1,0,unknown,6,5,149,1,-1,0,0
392,46,technician,divorced,tertiary,0,477,1,0,unknown,6,5,114,1,-1,0,0
393,27,admin.,married,secondary,0,4,1,0,unknown,6,5,243,1,-1,0,0
394,43,blue-collar,married,secondary,0,1205,1,0,unknown,6,5,769,2,-1,0,0
395,32,technician,single,secondary,0,0,1,1,unknown,6,5,135,3,-1,0,0
396,40,admin.,single,secondary,0,263,1,0,unknown,6,5,231,1,-1,0,0
397,38,admin.,married,secondary,0,1,0,0,unknown,6,5,76,1,-1,0,0
398,34,blue-collar,married,secondary,0,283,0,1,unknown,6,5,199,1,-1,0,0
399,47,blue-collar,married,primary,0,206,1,0,unknown,6,5,152,1,-1,0,0
400,42,housemaid,married,primary,0,17,1,0,unknown,6,5,124,1,-1,0,0
401,48,technician,married,secondary,0,141,1,1,unknown,6,5,424,1,-1,0,0
402,29,self-employed,single,tertiary,0,16,1,0,unknown,6,5,43,1,-1,0,0
403,50,services,married,secondary,0,206,1,0,unknown,6,5,154,1,-1,0,0
404,52,technician,married,unknown,0,7,0,0,unknown,6,5,203,2,-1,0,0
405,50,management,married,tertiary,0,0,0,0,unknown,6,5,326,1,-1,0,0
406,58,retired,married,tertiary,0,0,0,0,unknown,6,5,393,1,-1,0,0
407,46,blue-collar,divorced,primary,0,1927,1,0,unknown,6,5,241,3,-1,0,0
408,38,technician,married,secondary,0,284,1,0,unknown,6,5,483,1,-1,0,0
409,46,blue-collar,married,secondary,0,1660,1,0,unknown,6,5,259,1,-1,0,0
410,32,services,single,secondary,0,406,1,0,unknown,6,5,227,1,-1,0,0
411,51,blue-collar,married,primary,0,230,1,0,unknown,6,5,673,1,-1,0,0
412,39,admin.,single,secondary,0,-25,1,0,unknown,6,5,576,1,-1,0,0
413,48,admin.,married,secondary,0,182,1,0,unknown,6,5,180,2,-1,0,0
414,36,entrepreneur,married,tertiary,0,1169,1,0,unknown,6,5,168,2,-1,0,0
415,34,admin.,divorced,secondary,0,67,1,0,unknown,6,5,90,1,-1,0,0
416,40,technician,married,secondary,0,77,0,0,unknown,6,5,505,1,-1,0,0
417,43,unemployed,married,secondary,0,0,1,0,unknown,6,5,245,1,-1,0,0
418,52,blue-collar,divorced,primary,0,55,1,1,unknown,6,5,186,1,-1,0,0
419,33,technician,married,secondary,1,72,1,0,unknown,6,5,623,1,-1,0,0
420,49,management,single,tertiary,0,163,1,0,unknown,6,5,496,3,-1,0,0
421,32,management,single,tertiary,0,151,1,0,unknown,6,5,118,1,-1,0,0
422,39,admin.,single,secondary,0,113,1,0,unknown,6,5,342,1,-1,0,0
423,40,blue-collar,married,secondary,0,0,1,0,unknown,6,5,225,1,-1,0,0
424,38,technician,single,tertiary,0,9,1,0,unknown,6,5,185,3,-1,0,0
425,43,management,married,secondary,0,375,1,0,unknown,6,5,196,2,-1,0,0
426,39,services,married,secondary,0,1142,1,0,unknown,6,5,276,1,-1,0,0
427,54,blue-collar,married,primary,0,2102,1,0,unknown,6,5,76,1,-1,0,0
428,38,technician,single,tertiary,0,4325,1,0,unknown,6,5,87,1,-1,0,0
429,40,blue-collar,married,secondary,0,217,1,0,unknown,6,5,195,1,-1,0,0
430,55,admin.,married,secondary,0,131,1,0,unknown,6,5,744,1,-1,0,0
431,42,management,married,tertiary,0,1680,1,0,unknown,6,5,765,1,-1,0,0
432,39,blue-collar,married,secondary,0,0,1,0,unknown,6,5,262,1,-1,0,0
433,40,blue-collar,married,primary,0,46,1,0,unknown,6,5,119,1,-1,0,0
434,32,blue-collar,married,secondary,0,320,1,0,unknown,6,5,198,2,-1,0,0
435,55,admin.,married,secondary,0,183,1,0,unknown,6,5,150,1,-1,0,0
436,45,blue-collar,married,secondary,0,39,0,0,unknown,6,5,241,1,-1,0,0
437,35,management,single,tertiary,0,560,1,0,unknown,6,5,181,1,-1,0,0
438,58,technician,divorced,secondary,0,469,0,0,unknown,6,5,196,1,-1,0,0
439,35,admin.,married,secondary,0,530,1,0,unknown,6,5,149,1,-1,0,0
440,49,services,married,primary,0,61,1,0,unknown,6,5,246,1,-1,0,0
441,34,technician,single,tertiary,0,242,1,0,unknown,6,5,112,1,-1,0,0
442,36,blue-collar,married,secondary,0,139,1,0,unknown,6,5,309,2,-1,0,0
443,24,self-employed,single,secondary,0,0,1,0,unknown,6,5,278,1,-1,0,0
444,34,technician,married,secondary,0,367,1,0,unknown,6,5,140,1,-1,0,0
445,51,admin.,divorced,secondary,0,228,1,0,unknown,6,5,136,1,-1,0,0
446,39,technician,single,unknown,0,45248,1,0,unknown,6,5,1623,1,-1,0,1
447,50,self-employed,married,unknown,0,-84,1,0,unknown,6,5,101,1,-1,0,0
448,32,services,single,secondary,0,310,1,0,unknown,6,5,144,1,-1,0,0
449,42,blue-collar,married,unknown,0,132,1,0,unknown,6,5,238,1,-1,0,0
450,50,technician,married,secondary,0,797,1,0,unknown,6,5,354,1,-1,0,0
451,40,services,married,secondary,0,71,0,0,unknown,6,5,79,1,-1,0,0
452,46,management,divorced,unknown,0,2,1,0,unknown,6,5,187,1,-1,0,0
453,37,management,married,tertiary,0,231,1,1,unknown,6,5,451,2,-1,0,0
454,34,blue-collar,married,secondary,0,270,1,1,unknown,6,5,159,1,-1,0,0
455,44,blue-collar,married,secondary,0,274,1,1,unknown,6,5,409,1,-1,0,0
456,40,admin.,single,secondary,0,-109,1,1,unknown,6,5,170,1,-1,0,0
457,37,technician,married,secondary,0,1,1,0,unknown,6,5,608,1,-1,0,1
458,33,blue-collar,single,secondary,1,-60,0,0,unknown,6,5,243,1,-1,0,0
459,35,blue-collar,married,secondary,0,89,1,0,unknown,6,5,145,2,-1,0,0
460,58,blue-collar,divorced,secondary,0,-11,0,0,unknown,6,5,112,1,-1,0,0
461,39,blue-collar,married,primary,0,0,1,0,unknown,6,5,262,2,-1,0,0
462,43,blue-collar,married,secondary,0,-509,1,0,unknown,6,5,124,1,-1,0,0
463,39,unemployed,married,primary,0,408,1,0,unknown,6,5,53,1,-1,0,0
464,36,services,single,primary,0,58,1,0,unknown,6,5,134,1,-1,0,0
465,57,retired,single,secondary,0,1640,0,1,unknown,6,5,204,4,-1,0,0
466,36,admin.,single,secondary,0,20,1,0,unknown,6,5,186,1,-1,0,0
467,50,blue-collar,married,primary,0,71,1,0,unknown,6,5,678,1,-1,0,0
468,55,blue-collar,married,secondary,0,52,1,0,unknown,6,5,182,1,-1,0,0
469,44,self-employed,married,tertiary,0,292,1,0,unknown,6,5,162,1,-1,0,0
470,44,services,divorced,secondary,0,424,1,0,unknown,6,5,27,1,-1,0,0
471,39,housemaid,single,primary,0,109,1,0,unknown,6,5,699,3,-1,0,0
472,46,blue-collar,married,unknown,0,1044,1,0,unknown,6,5,43,1,-1,0,0
473,39,blue-collar,married,secondary,0,983,1,0,unknown,6,5,97,1,-1,0,0
474,34,admin.,married,secondary,0,869,0,0,unknown,6,5,1677,1,-1,0,1
475,40,blue-collar,married,primary,0,668,1,0,unknown,6,5,283,2,-1,0,0
476,50,management,married,tertiary,0,964,1,0,unknown,6,5,323,1,-1,0,0
477,31,management,single,secondary,0,301,1,0,unknown,6,5,82,1,-1,0,0
478,37,admin.,single,secondary,0,140,1,0,unknown,6,5,310,1,-1,0,0
479,39,management,single,secondary,0,1877,1,0,unknown,6,5,185,1,-1,0,0
480,51,blue-collar,married,primary,0,1127,1,0,unknown,6,5,47,1,-1,0,0
481,41,technician,married,secondary,0,871,1,0,unknown,6,5,145,1,-1,0,0
482,41,technician,married,secondary,0,767,1,1,unknown,6,5,204,1,-1,0,0
483,43,blue-collar,married,secondary,0,0,0,0,unknown,6,5,187,1,-1,0,0
484,30,services,single,secondary,0,209,1,0,unknown,6,5,30,2,-1,0,0
485,54,management,divorced,primary,0,0,0,0,unknown,6,5,472,1,-1,0,0
486,43,blue-collar,divorced,secondary,0,110,1,1,unknown,6,5,448,1,-1,0,0
487,59,management,divorced,tertiary,0,-76,1,1,unknown,6,5,264,1,-1,0,0
488,47,technician,married,unknown,0,178,1,0,unknown,6,5,169,1,-1,0,0
489,40,blue-collar,married,primary,0,-66,1,0,unknown,6,5,288,1,-1,0,0
490,32,technician,married,secondary,0,0,1,0,unknown,6,5,176,2,-1,0,0
491,29,blue-collar,married,secondary,0,1,1,0,unknown,6,5,215,1,-1,0,0
492,36,blue-collar,married,secondary,0,0,1,0,unknown,6,5,337,1,-1,0,0
493,55,unemployed,married,tertiary,0,5345,0,0,unknown,6,5,278,1,-1,0,0
494,30,blue-collar,divorced,secondary,0,-209,1,0,unknown,6,5,188,2,-1,0,0
495,39,admin.,single,secondary,0,0,1,0,unknown,6,5,174,2,-1,0,0
496,39,blue-collar,divorced,secondary,0,42,1,0,unknown,6,5,226,2,-1,0,0
497,50,blue-collar,divorced,secondary,0,41,1,0,unknown,6,5,190,1,-1,0,0
498,44,blue-collar,married,secondary,0,-99,1,0,unknown,6,5,111,2,-1,0,0
499,37,technician,single,secondary,0,17,1,0,unknown,6,5,164,1,-1,0,0
500,46,admin.,married,primary,0,276,1,1,unknown,6,5,157,2,-1,0,0
501,32,technician,single,unknown,0,-170,0,0,unknown,6,5,46,1,-1,0,0
502,37,management,single,tertiary,0,230,1,1,unknown,6,5,374,1,-1,0,0
503,29,blue-collar,married,secondary,0,9,1,0,unknown,6,5,349,1,-1,0,0
504,41,blue-collar,married,secondary,0,946,1,0,unknown,6,5,325,1,-1,0,0
505,45,blue-collar,married,primary,0,1297,1,0,unknown,6,5,233,2,-1,0,0
506,57,retired,divorced,secondary,0,-331,1,0,unknown,6,5,531,1,-1,0,0
507,48,blue-collar,single,secondary,0,44,1,0,unknown,6,5,153,1,-1,0,0
508,60,retired,married,secondary,1,15,0,0,unknown,6,5,80,1,-1,0,0
509,26,admin.,single,secondary,0,712,1,0,unknown,6,5,232,1,-1,0,0
510,58,retired,married,secondary,0,5435,1,0,unknown,6,5,118,1,-1,0,0
511,34,admin.,married,secondary,0,507,1,0,unknown,6,5,190,1,-1,0,0
512,55,unemployed,divorced,secondary,0,387,1,0,unknown,6,5,918,1,-1,0,1
513,41,blue-collar,married,primary,0,0,1,1,unknown,6,5,238,1,-1,0,0
514,50,management,divorced,secondary,0,1716,1,0,unknown,6,5,82,1,-1,0,0
515,49,entrepreneur,married,secondary,0,167,1,1,unknown,6,5,198,3,-1,0,0
516,44,admin.,married,unknown,0,40,0,1,unknown,6,5,160,2,-1,0,0
517,44,blue-collar,married,primary,0,148,1,0,unknown,6,5,211,1,-1,0,0
518,31,technician,married,secondary,0,17,1,1,unknown,6,5,120,1,-1,0,0
519,34,blue-collar,single,tertiary,0,1011,1,0,unknown,6,5,136,1,-1,0,0
520,46,management,single,unknown,0,1527,1,0,unknown,6,5,269,1,-1,0,0
521,42,management,married,tertiary,0,744,0,0,unknown,6,5,157,1,-1,0,0
522,52,admin.,married,secondary,0,484,1,0,unknown,6,5,128,1,-1,0,0
523,29,management,single,tertiary,0,0,1,0,unknown,6,5,211,1,-1,0,0
524,53,retired,married,primary,0,136,1,0,unknown,6,5,267,2,-1,0,0
525,43,blue-collar,married,secondary,0,1335,1,0,unknown,6,5,371,2,-1,0,0
526,38,management,married,secondary,0,517,1,0,unknown,6,5,288,2,-1,0,0
527,46,management,married,tertiary,0,459,1,0,unknown,6,5,221,1,-1,0,0
528,48,management,divorced,unknown,0,549,1,0,unknown,6,5,427,1,-1,0,0
529,30,admin.,divorced,secondary,0,83,1,1,unknown,6,5,310,1,-1,0,0
530,44,blue-collar,married,primary,0,213,0,0,unknown,6,5,158,1,-1,0,0
531,31,housemaid,married,primary,0,203,1,0,unknown,6,5,604,3,-1,0,0
532,42,services,single,secondary,0,518,1,0,unknown,6,5,198,1,-1,0,0
533,40,management,single,tertiary,0,3877,1,0,unknown,6,5,145,1,-1,0,0
534,52,admin.,married,secondary,0,1236,1,0,unknown,6,5,247,1,-1,0,0
535,45,blue-collar,divorced,secondary,0,756,1,0,unknown,6,5,179,2,-1,0,0
536,48,blue-collar,married,secondary,0,157,1,0,unknown,6,5,73,1,-1,0,0
537,45,blue-collar,married,primary,0,-66,1,0,unknown,6,5,263,2,-1,0,0
538,34,blue-collar,married,unknown,0,245,1,0,unknown,6,5,13,1,-1,0,0
539,34,blue-collar,married,primary,0,-144,1,0,unknown,6,5,79,2,-1,0,0
540,46,blue-collar,married,secondary,0,71,1,0,unknown,6,5,416,1,-1,0,0
541,49,services,divorced,secondary,0,505,1,0,unknown,6,5,162,1,-1,0,0
542,50,technician,married,primary,0,249,1,0,unknown,6,5,129,1,-1,0,0
543,34,admin.,single,secondary,0,0,1,0,unknown,6,5,150,1,-1,0,0
544,40,unemployed,single,secondary,0,11,1,0,unknown,6,5,43,1,-1,0,0
545,36,admin.,married,secondary,0,639,1,0,unknown,6,5,191,1,-1,0,0
546,59,blue-collar,divorced,unknown,0,124,1,0,unknown,6,5,26,1,-1,0,0
547,45,blue-collar,married,secondary,0,82,1,0,unknown,6,5,250,1,-1,0,0
548,36,self-employed,married,tertiary,0,107,1,0,unknown,6,5,146,1,-1,0,0
549,56,services,married,secondary,0,473,1,0,unknown,6,5,416,1,-1,0,0
550,42,services,divorced,secondary,0,372,1,1,unknown,6,5,121,2,-1,0,0
551,30,admin.,married,secondary,0,46,1,0,unknown,6,5,114,2,-1,0,0
552,30,student,single,tertiary,0,34,1,0,unknown,6,5,289,1,-1,0,0
553,47,self-employed,married,unknown,0,935,1,0,unknown,6,5,225,1,-1,0,0
554,33,blue-collar,married,secondary,0,-10,1,0,unknown,6,5,123,1,-1,0,0
555,36,admin.,married,secondary,0,-106,1,0,unknown,6,5,130,2,-1,0,0
556,39,services,divorced,primary,0,471,1,0,unknown,6,5,161,2,-1,0,0
557,56,admin.,divorced,secondary,0,778,1,0,unknown,6,5,149,2,-1,0,0
558,39,blue-collar,divorced,unknown,0,170,1,0,unknown,6,5,268,2,-1,0,0
559,42,technician,married,secondary,0,315,1,0,unknown,6,5,259,2,-1,0,0
560,52,blue-collar,married,secondary,0,3165,0,0,unknown,6,5,26,1,-1,0,0
561,36,admin.,divorced,secondary,0,131,1,0,unknown,6,5,153,1,-1,0,0
562,35,entrepreneur,married,secondary,1,204,1,0,unknown,6,5,424,2,-1,0,0
563,47,technician,married,secondary,0,83,1,0,unknown,6,5,179,2,-1,0,0
564,59,services,divorced,secondary,0,0,1,1,unknown,6,5,97,1,-1,0,0
565,57,blue-collar,married,primary,0,5431,1,1,unknown,6,5,383,1,-1,0,0
566,38,management,married,unknown,0,1759,1,0,unknown,6,5,440,1,-1,0,0
567,46,unemployed,married,secondary,0,-125,1,0,unknown,6,5,23,1,-1,0,0
568,34,blue-collar,married,secondary,0,0,0,0,unknown,6,5,195,1,-1,0,0
569,28,services,single,secondary,0,5090,1,0,unknown,6,5,1297,3,-1,0,1
570,38,technician,married,unknown,0,573,1,0,unknown,6,5,87,1,-1,0,0
571,56,blue-collar,married,secondary,0,1602,1,0,unknown,6,5,427,1,-1,0,0
572,41,blue-collar,single,primary,1,-137,1,1,unknown,6,5,189,1,-1,0,0
573,52,technician,married,unknown,0,0,0,0,unknown,6,5,195,1,-1,0,0
574,54,services,married,secondary,0,193,0,0,unknown,6,5,179,1,-1,0,0
575,61,retired,married,secondary,0,195,1,1,unknown,6,5,179,1,-1,0,0
576,53,entrepreneur,married,secondary,0,288,0,0,unknown,6,5,69,1,-1,0,0
577,47,technician,married,secondary,0,19,1,0,unknown,6,5,105,2,-1,0,0
578,53,blue-collar,married,primary,0,25,1,0,unknown,6,5,266,3,-1,0,0
579,46,services,married,secondary,0,216,1,0,unknown,6,5,524,2,-1,0,0
580,39,blue-collar,divorced,primary,0,190,1,1,unknown,6,5,96,2,-1,0,0
581,56,technician,divorced,secondary,0,99,1,0,unknown,6,5,155,2,-1,0,0
582,55,services,divorced,primary,0,2298,1,0,unknown,6,5,162,2,-1,0,0
583,44,management,married,tertiary,0,17,1,0,unknown,6,5,352,2,-1,0,0
584,37,technician,married,primary,0,0,1,0,unknown,6,5,76,4,-1,0,0
585,35,blue-collar,married,primary,0,0,1,0,unknown,6,5,154,2,-1,0,0
586,55,blue-collar,married,secondary,0,840,1,0,unknown,6,5,310,2,-1,0,0
587,37,services,married,secondary,0,358,1,0,unknown,6,5,390,3,-1,0,0
588,30,technician,single,secondary,0,0,1,0,unknown,6,5,369,1,-1,0,0
589,37,blue-collar,married,primary,0,-325,1,1,unknown,6,5,112,2,-1,0,0
590,36,technician,single,secondary,0,-15,1,0,unknown,6,5,341,3,-1,0,0
591,38,technician,married,secondary,0,581,1,0,unknown,6,5,79,1,-1,0,0
592,41,admin.,divorced,primary,0,4070,1,0,unknown,6,5,140,2,-1,0,0
593,48,retired,married,secondary,0,74,0,1,unknown,6,5,315,1,-1,0,0
594,55,services,divorced,secondary,0,141,1,0,unknown,6,5,262,2,-1,0,0
595,28,services,divorced,secondary,0,89,0,0,unknown,6,5,174,2,-1,0,0
596,54,services,married,secondary,1,0,1,0,unknown,6,5,138,3,-1,0,0
597,30,blue-collar,married,secondary,0,450,0,0,unknown,6,5,526,2,-1,0,0
598,48,technician,married,tertiary,0,310,0,0,unknown,6,5,135,1,-1,0,0
599,31,self-employed,married,secondary,0,0,1,0,unknown,6,5,36,5,-1,0,0
600,38,blue-collar,married,secondary,0,384,1,0,unknown,6,5,1906,3,-1,0,0
601,37,blue-collar,married,secondary,0,395,1,0,unknown,6,5,219,2,-1,0,0
602,37,services,single,unknown,0,-118,1,0,unknown,6,5,147,2,-1,0,0
603,56,blue-collar,married,primary,0,5,1,1,unknown,6,5,407,2,-1,0,0
604,51,blue-collar,married,secondary,0,50,1,1,unknown,6,5,121,1,-1,0,0
605,39,blue-collar,married,secondary,0,285,1,1,unknown,6,5,209,1,-1,0,0
606,49,technician,married,unknown,0,15,0,0,unknown,6,5,92,2,-1,0,0
607,51,blue-collar,married,primary,0,653,1,1,unknown,6,5,208,1,-1,0,0
608,43,self-employed,married,secondary,0,918,1,0,unknown,6,5,193,1,-1,0,0
609,32,services,married,secondary,0,243,1,1,unknown,6,5,144,1,-1,0,0
610,29,technician,single,tertiary,0,405,1,0,unknown,6,5,65,1,-1,0,0
611,48,management,divorced,tertiary,0,1328,1,0,unknown,6,5,339,1,-1,0,0
612,55,services,married,primary,0,255,1,0,unknown,6,5,285,1,-1,0,0
613,53,blue-collar,married,secondary,0,3397,1,0,unknown,6,5,231,1,-1,0,0
614,47,technician,married,unknown,0,2106,1,0,unknown,6,5,168,1,-1,0,0
615,39,management,married,tertiary,0,2877,1,0,unknown,6,5,278,1,-1,0,0
616,31,blue-collar,single,tertiary,0,60,1,1,unknown,6,5,389,1,-1,0,0
617,39,blue-collar,married,primary,0,2226,1,0,unknown,6,5,158,1,-1,0,0
618,40,blue-collar,married,primary,0,2880,1,0,unknown,6,5,145,2,-1,0,0
619,40,technician,single,unknown,0,-5,1,0,unknown,6,5,78,2,-1,0,0
620,48,technician,married,secondary,0,147,0,0,unknown,6,5,142,3,-1,0,0
621,33,technician,divorced,secondary,0,7,1,1,unknown,6,5,87,1,-1,0,0
622,40,technician,married,secondary,0,109,1,0,unknown,6,5,147,2,-1,0,0
623,59,retired,married,primary,0,-119,1,0,unknown,6,5,289,1,-1,0,0
624,30,technician,married,secondary,0,484,1,0,unknown,6,5,703,1,-1,0,1
625,31,management,single,tertiary,0,1852,1,0,unknown,6,5,170,3,-1,0,0
626,35,unemployed,married,secondary,0,533,1,0,unknown,6,5,802,1,-1,0,0
627,54,technician,divorced,secondary,0,21,1,0,unknown,6,5,381,2,-1,0,0
628,34,admin.,single,unknown,0,2434,1,0,unknown,6,5,218,4,-1,0,0
629,32,technician,married,secondary,0,90,1,1,unknown,6,5,57,2,-1,0,0
630,56,admin.,divorced,unknown,0,4246,1,0,unknown,6,5,304,2,-1,0,0
631,32,admin.,single,tertiary,0,395,1,0,unknown,6,5,241,3,-1,0,0
632,42,blue-collar,married,primary,0,15,1,0,unknown,6,5,230,1,-1,0,0
633,33,services,married,tertiary,0,85,0,0,unknown,6,5,262,3,-1,0,0
634,52,entrepreneur,married,tertiary,0,-184,1,1,unknown,6,5,392,2,-1,0,0
635,52,services,married,secondary,0,660,0,0,unknown,6,5,201,2,-1,0,0
636,52,blue-collar,divorced,primary,1,-183,1,0,unknown,6,5,145,1,-1,0,0
637,30,unemployed,divorced,secondary,0,1144,1,0,unknown,6,5,252,1,-1,0,0
638,44,services,divorced,secondary,0,1,1,0,unknown,6,5,235,4,-1,0,0
639,35,admin.,married,secondary,0,69,1,1,unknown,6,5,235,2,-1,0,0
640,55,management,single,secondary,0,220,1,0,unknown,6,5,328,2,-1,0,0
641,33,blue-collar,married,primary,0,332,1,0,unknown,6,5,116,2,-1,0,0
642,37,blue-collar,single,secondary,0,240,1,0,unknown,6,5,246,1,-1,0,0
643,42,technician,single,secondary,0,0,1,0,unknown,6,5,293,1,-1,0,0
644,43,unemployed,married,secondary,0,0,1,0,unknown,6,5,37,2,-1,0,0
645,38,entrepreneur,married,tertiary,0,898,1,0,unknown,6,5,132,2,-1,0,0
646,37,technician,married,secondary,0,123,1,1,unknown,6,5,530,2,-1,0,0
647,31,student,single,secondary,0,252,1,0,unknown,6,5,175,3,-1,0,0
648,41,management,married,tertiary,0,65,1,0,unknown,6,5,524,2,-1,0,0
649,41,technician,married,secondary,0,-366,1,1,unknown,6,5,29,3,-1,0,0
650,29,student,single,secondary,0,209,1,0,unknown,6,5,311,2,-1,0,0
651,38,admin.,single,secondary,0,221,1,0,unknown,6,5,211,2,-1,0,0
652,44,self-employed,divorced,tertiary,0,4,1,0,unknown,6,5,312,3,-1,0,0
